epoch,timestamp,slashed_validators,slashing_penalty_eth,gross_loss_eth,cl_rewards_eth,mev_proxy_eth,participation_rate,stored_score,stored_risk,recomputed_score,recomputed_risk,score_drift,has_rewards_data
440795,2026-04-13 14:12,0,0.0,0.0,0.0,0.005435546,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440796,2026-04-13 14:20,0,0.0,0.0,0.0,0.009799426,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440797,2026-04-13 14:25,0,0.0,0.0,0.0,0.006625995,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440798,2026-04-13 14:33,0,0.0,0.0,0.0,0.008341322,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440799,2026-04-13 14:38,0,0.0,0.0,0.0,0.002450964,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440800,2026-04-13 14:46,0,0.0,0.0,0.0,0.002093449,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440801,2026-04-13 14:52,0,0.0,0.0,0.0,0.00300163,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440802,2026-04-13 14:57,0,0.0,0.0,0.0,0.004700386,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440803,2026-04-13 15:06,0,0.0,0.0,0.0,0.008689714,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440804,2026-04-13 15:11,0,0.0,0.0,0.0,0.001903841,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440805,2026-04-13 15:16,0,0.0,0.0,0.0,0.011097936,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440806,2026-04-13 15:24,0,0.0,0.0,0.0,0.007488725,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440807,2026-04-13 15:30,0,0.0,0.0,0.0,0.002633158,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440808,2026-04-13 15:36,0,0.0,0.0,0.0,0.008104224,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440809,2026-04-13 15:44,0,0.0,0.0,0.0,0.006298997,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440810,2026-04-13 15:49,0,0.0,0.0,0.0,0.012368239,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440811,2026-04-13 15:55,0,0.0,0.0,0.0,0.000825016,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440812,2026-04-13 15:57,0,0.0,0.0,0.0,0.005038882,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440815,2026-04-13 16:20,0,0.0,0.0,0.0,0.012168692,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440816,2026-04-13 16:28,0,0.0,0.0,0.0,0.005235116,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440817,2026-04-13 16:34,0,0.0,0.0,0.0,0.00565818,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440818,2026-04-13 16:41,0,0.0,0.0,0.0,0.002753626,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440819,2026-04-13 16:47,0,0.0,0.0,0.0,0.005487389,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440820,2026-04-13 16:52,0,0.0,0.0,0.0,0.003717925,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440821,2026-04-13 17:00,0,0.0,0.0,0.0,0.006143606,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440822,2026-04-13 17:07,0,0.0,0.0,0.0,0.003010477,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440823,2026-04-13 17:13,0,0.0,0.0,0.0,0.006700376,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440824,2026-04-13 17:19,0,0.0,0.0,0.0,0.005285234,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440825,2026-04-13 17:25,0,0.0,0.0,0.0,0.005953203,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440826,2026-04-13 17:33,0,0.0,0.0,0.0,0.011659467,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440827,2026-04-13 17:37,0,0.0,0.0,0.0,0.00739535,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440828,2026-04-13 17:46,0,0.0,0.0,0.0,0.007173863,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440829,2026-04-13 17:51,0,0.0,0.0,0.0,0.0077574,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440830,2026-04-13 17:57,0,0.0,0.0,0.0,0.004080858,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440831,2026-04-13 18:05,0,0.0,0.0,0.0,0.003005806,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440832,2026-04-13 18:10,0,0.0,0.0,0.0,0.004713353,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440833,2026-04-13 18:20,0,0.0,0.0,0.0,0.002547988,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440834,2026-04-13 18:25,0,0.0,0.0,0.0,0.001742571,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440835,2026-04-13 18:30,0,0.0,0.0,0.0,0.007176896,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440836,2026-04-13 18:35,0,0.0,0.0,0.0,0.002960685,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440837,2026-04-13 18:45,0,0.0,0.0,0.0,0.00480893,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440838,2026-04-13 18:49,0,0.0,0.0,0.0,0.003154798,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440839,2026-04-13 18:54,0,0.0,0.0,0.0,0.001705281,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440840,2026-04-13 19:04,0,0.0,0.0,0.0,0.002359564,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440841,2026-04-13 19:10,0,0.0,0.0,0.0,0.002271751,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440842,2026-04-13 19:14,0,0.0,0.0,0.0,0.002126696,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440843,2026-04-13 19:20,0,0.0,0.0,0.0,0.001743559,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
440844,2026-04-13 19:29,0,0.0,0.0,0.0,0.000246806,0.9521,0.0000,HEALTHY,0.0000,HEALTHY,0.0000,False
